id,scrape_time,clean_time,status
20130101212713,13.839912176132202,0.0219256877899169,yes
20130102194700,4.638778448104858,0.0204172134399414,yes
20130104062002,5.778597116470337,0.0193791389465332,yes
20130105081207,3.898494720458984,0.0198798179626464,yes
20130106072634,3.816105365753174,0.0180742740631103,yes
20130107080836,5.364982843399048,0.0214095115661621,yes
20130107220917,1.817354679107666,0.017425537109375,yes
20130108235643,2.415788173675537,0.0210609436035156,yes
20130109233804,3.6024112701416016,0.0196447372436523,yes
20130110095557,3.266338586807251,0.0192506313323974,yes
20130112055659,1.978784322738648,0.0171802043914794,yes
20130113092332,2.853470087051392,0.018749713897705,yes
20130114114038,8.840200424194336,0.0188541412353515,yes
20130116015405,2.5160017013549805,0.017815351486206,yes
20130116150853,4.316995143890381,0.0200819969177246,yes
20130117204006,2.5852694511413574,0.0164697170257568,yes
20130118032101,2.03541111946106,0.0139334201812744,yes
20130120011211,2.404074192047119,0.0203273296356201,yes
20130121043618,2.0199897289276123,0.0189745426177978,yes
20130122122527,15.71763014793396,0.0193197727203369,yes
20130123191524,3.052629470825196,0.0198113918304443,yes
20130212235535,3.107964277267456,0.0165696144104003,yes
20130213095255,3.463038682937622,0.0179371833801269,yes
20130214180118,2.43624210357666,0.0201516151428222,yes
20130215102420,6.6229541301727295,0.0189008712768554,yes
20130216160929,4.386942148208618,0.0175025463104248,yes
20130217173430,3.4363338947296143,0.0155720710754394,yes
20130218212021,3.068321466445923,0.0241227149963378,yes
20130219204924,4.260028600692749,0.0172450542449951,yes
20130221051534,3.581212520599365,0.0168278217315673,yes
20130221140827,5.724843740463257,0.0188593864440917,yes
20130222144448,6.375677585601807,0.0176863670349121,yes
20130223234215,6.394866228103638,0.0202517509460449,yes
20130224221752,4.160403728485107,0.0179808139801025,yes
20130226004419,3.0675172805786133,0.016498327255249,yes
20130226161633,3.941007137298584,0.020745038986206,yes
20130228001537,3.686704158782959,0.0198566913604736,yes
20130301015331,4.2984795570373535,0.0195600986480712,yes
20130302001554,3.2579822540283203,0.0191774368286132,yes
20130302224719,3.8379878997802734,0.0167737007141113,yes
20130304032451,3.387203931808472,0.0202250480651855,yes
20130305075506,5.114518404006958,0.0213115215301513,yes
20130305202006,2.767633438110352,0.0196425914764404,yes
20130308161548,2.052631139755249,0.0193812847137451,yes
20130311085452,6.1779491901397705,0.0206358432769775,yes
20130314184834,6.476717710494995,0.0174133777618408,yes
20130315222313,3.715100288391113,0.0214498043060302,yes
20130317001556,3.3137660026550293,0.0175108909606933,yes
20130318013516,3.723883628845215,0.0189669132232666,yes
20130319021533,2.3168206214904785,0.0186958312988281,yes
20130319145310,2.380558490753174,0.0206882953643798,yes
20130321001839,3.114095449447632,0.0201220512390136,yes
20130321032221,2.471796989440918,0.0155704021453857,yes
20130323023816,3.848343133926392,0.0209197998046875,yes
20130323062836,7.9347405433654785,0.0192012786865234,yes
20130324235256,3.982308864593506,0.0202035903930664,yes
20130326063040,2.280259847640991,0.0204007625579834,yes
20130326082839,3.6013433933258057,0.0181148052215576,yes
20130328061926,13.658275604248049,0.0188815593719482,yes
20130329024257,2.6678712368011475,0.0198836326599121,yes
20130330072102,2.577155828475952,0.0202980041503906,yes
20130331094929,6.050085783004761,0.0224742889404296,yes
20130331130402,3.7076594829559326,0.0228044986724853,yes
20130401175618,2.691037654876709,0.0236656665802001,yes
20130403002617,2.4416539669036865,0.021742820739746,yes
20130403180915,3.3259799480438232,0.0189986228942871,yes
20130404072207,3.526282548904419,0.0273520946502685,yes
20130405234439,3.5876851081848145,0.0205535888671875,yes
20130407051921,4.146183013916016,0.0195941925048828,yes
20130407234049,7.007483005523682,0.0216212272644042,yes
20130410073304,3.172037363052368,0.020953893661499,yes
20130411091727,5.521033525466919,0.0213594436645507,yes
20130411174726,3.608943462371826,0.0205264091491699,yes
20130420214521,2.327042818069458,0.021193504333496,yes
20130423051754,12.928265571594238,0.0251250267028808,yes
20130424233011,6.520941495895386,0.019341230392456,yes
20130430011227,7.190800905227661,0.0206129550933837,yes
20130501044609,3.918526411056519,0.0217435359954834,yes
20130502044754,9.8955557346344,0.0208332538604736,yes
20130502221913,3.226454734802246,0.0208470821380615,yes
20130504025828,7.537989377975464,0.0205497741699218,yes
20130505000434,4.28316068649292,0.0196311473846435,yes
20130506061402,3.449666738510132,0.0203707218170166,yes
20130507102731,2.93943738937378,0.0210235118865966,yes
20130507195618,3.026311159133911,0.0210757255554199,yes
20130508133636,8.671639680862427,0.0191574096679687,yes
20130510043551,3.561614990234375,0.0176608562469482,yes
20130511111201,4.1055521965026855,0.0199229717254638,yes
20130511204612,3.966253519058228,0.0191636085510253,yes
20130512224143,2.280752182006836,0.0197257995605468,yes
20130521040405,7.294707536697388,0.0183568000793457,yes
20130522015644,3.503578186035156,0.018977403640747,yes
20130523020315,4.412795066833496,0.0216505527496337,yes
20130524050511,18.05300736427307,0.019646406173706,yes
20130526061000,9.251591682434082,0.0191354751586914,yes
20130527065041,7.392721891403198,0.0191855430603027,yes
20130528080215,3.6280837059021,0.0169649124145507,yes
20130529060610,8.293253183364868,0.0204284191131591,yes
20130530073230,4.686143159866333,0.0204541683197021,yes
20130601112146,4.494586944580078,0.0211751461029052,yes
20130602104736,8.807432651519775,0.0208773612976074,yes
20130603142807,4.7703001499176025,0.01971435546875,yes
20130604105625,4.512187957763672,0.0204803943634033,yes
20130605140338,4.177351474761963,0.0191514492034912,yes
20130607112150,3.5558247566223145,0.0208063125610351,yes
20130608140640,6.016192674636841,0.0186192989349365,yes
20130609150400,5.853129386901856,0.0207946300506591,yes
20130610151511,7.733436107635498,0.020669937133789,yes
20130611154424,7.732952356338501,0.0193355083465576,yes
20130613154421,3.529906272888184,0.0172946453094482,yes
20130614165257,4.071108102798462,0.0194056034088134,yes
20130615082620,3.462729215621948,0.0202381610870361,yes
20130616181601,10.878267526626589,0.0198514461517334,yes
20130617222817,8.19237995147705,0.0193867683410644,yes
20130618220548,6.606155157089233,0.0209016799926757,yes
20130620000902,4.221322298049927,0.0197584629058837,yes
20130621231755,8.694841384887695,0.0197935104370117,yes
20130622232046,5.76620364189148,0.0184416770935058,yes
20130624040526,5.771605014801025,0.0208675861358642,yes
20130625021916,9.60323452949524,0.0203058719635009,yes
20130626072007,3.132178544998169,0.0217318534851074,yes
20130627074110,3.4549527168273926,0.0219409465789794,yes
20130627111852,2.601661443710327,0.020831823348999,yes
20130703003934,2.117145776748657,0.0171525478363037,yes
20130706110235,2.948516368865967,0.0192325115203857,yes
20130709115121,16.183844804763794,0.0206222534179687,yes
20130709211032,3.2747180461883545,0.0192134380340576,yes
20130710132600,3.649639129638672,0.0215134620666503,yes
20130711160626,4.704171419143677,0.0190939903259277,yes
20130712174746,5.663558483123779,0.0199406147003173,yes
20130713133952,4.445713758468628,0.0205318927764892,yes
20130715053730,3.9758710861206055,0.020050048828125,yes
20130715192752,4.337550640106201,0.0166208744049072,yes
20130716162605,4.726768970489502,0.0174808502197265,yes
20130717203319,6.430488586425781,0.0183439254760742,yes
20130718182956,4.65172553062439,0.02001953125,yes
20130720002749,2.9363760948181152,0.01882004737854,yes
20130721005327,12.765387296676636,0.0211305618286132,yes
20130722210012,17.372654676437378,0.0189099311828613,yes
20130723231058,3.888314008712769,0.020336627960205,yes
20130724230657,3.798088550567627,0.0195140838623046,yes
20130725234707,10.090173721313477,0.020378828048706,yes
20130727070629,8.257819890975952,0.0172727108001709,yes
20130730053136,4.257545709609985,0.0199427604675292,yes
20130731031720,4.82538628578186,0.0209667682647705,yes
20130801054436,4.226969480514526,0.0204908847808837,yes
20130801204748,2.376593828201294,0.0215222835540771,yes
20130802132153,3.6651124954223633,0.0198166370391845,yes
20130803144232,7.751686573028564,0.0173642635345459,yes
20130804155624,3.510808229446411,0.0213918685913085,yes
20130805142358,3.898467540740967,0.0201978683471679,yes
20130806145311,3.8984007835388175,0.019637107849121,yes
20130807172644,3.4694385528564453,0.0177884101867675,yes
20130808165439,14.170192956924438,0.0208044052124023,yes
20130809190831,11.588277339935305,0.0199501514434814,yes
20130810183910,6.1887047290802,0.0210804939270019,yes
20130812212316,12.368326187133787,0.0173554420471191,yes
20130814235723,3.0168397426605225,0.0222482681274414,yes
20130822170629,4.295886516571045,0.0182926654815673,yes
20130825121721,3.8974356651306152,0.0194864273071289,yes
20130826133043,6.206342935562134,0.0208797454833984,yes
20130827212926,8.756986618041992,0.0206482410430908,yes
20130829213831,3.922131776809693,0.0204842090606689,yes
20130831000716,3.667167901992798,0.0166192054748535,yes
20130831200938,6.905205249786377,0.0182476043701171,yes
20130901231654,4.833667993545532,0.0198092460632324,yes
20130903021903,10.107502937316896,0.0209848880767822,yes
20130903224944,6.7091898918151855,0.0190794467926025,yes
20130905023534,4.160781383514404,0.0212628841400146,yes
20130906035733,3.4736151695251465,0.0222320556640625,yes
20130908013834,3.546360731124878,0.0202107429504394,yes
20130909064657,4.072945594787598,0.0204157829284667,yes
20130911074433,4.171079158782959,0.0205636024475097,yes
20130912115801,5.047600746154785,0.0206475257873535,yes
20130913134720,15.083633661270142,0.0212621688842773,yes
20130914162352,5.1892266273498535,0.0189070701599121,yes
20130915162006,16.701199769973755,0.0207800865173339,yes
20130916164354,4.413506269454956,0.021355390548706,yes
