id,scrape_time,clean_time,status
20131018042413,0.6235654354095459,0.0184757709503173,yes
20131018055540,0.1672949790954589,0.0162732601165771,yes
20131020083049,0.6646754741668701,0.0180866718292236,yes
20131023225945,1.313449144363403,0.0210025310516357,yes
20131025000437,3.577322006225586,0.0190181732177734,yes
20131025231415,0.720473051071167,0.017582893371582,yes
20131026182534,2.73375940322876,0.0190446376800537,yes
20131028032357,0.1481919288635254,0.0190811157226562,yes
20131028200657,3.0318589210510254,0.0079543590545654,yes
20131029204734,3.578413963317871,0.0193557739257812,yes
20131030211916,1.1708884239196775,0.0216157436370849,yes
20131031214820,2.2215137481689453,0.0197846889495849,yes
20131101065806,0.8943195343017578,0.015002965927124,yes
20131106011807,2.070732593536377,0.018543004989624,yes
20131107012958,2.5316860675811768,0.0204486846923828,yes
20131108030607,1.877636194229126,0.0169527530670166,yes
20131109035709,2.7715837955474854,0.0205721855163574,yes
20131110043133,1.0958755016326904,0.0165255069732666,yes
20131111050607,1.3966751098632812,0.0218687057495117,yes
20131112054528,3.3980965614318848,0.0193777084350585,yes
20131113061723,0.0794379711151123,0.0116875171661376,yes
20131114062307,2.033569097518921,0.0170693397521972,yes
20131115073938,0.4884312152862549,0.0191776752471923,yes
20131116081535,5.629163026809692,0.035036563873291,yes
20131116085000,1.396701097488403,0.0174050331115722,yes
20131118084933,3.2382612228393555,0.0163018703460693,yes
20131120110144,0.440181016921997,0.0177555084228515,yes
20131121105346,2.625053882598877,0.059133768081665,yes
20131121120414,3.2966012954711914,0.020951509475708,yes
20131122204527,2.1347153186798096,0.01528000831604,yes
20131123184919,5.145504951477051,0.0516960620880126,yes
20131124165326,0.5375409126281738,0.0177595615386962,yes
20131125172102,1.1213300228118896,0.0208470821380615,yes
20131127185802,4.822328567504883,0.0179388523101806,yes
20131128192101,0.8053097724914551,0.0211684703826904,yes
20131129193643,0.9546871185302734,0.0220458507537841,yes
20131130201758,2.688387393951416,0.0181756019592285,yes
20131201203337,4.130126953125,0.0177767276763916,yes
20131202204451,0.8854272365570068,0.0225081443786621,yes
20131203212437,2.2611243724823,0.0216436386108398,yes
20131204213716,3.543694019317627,0.0140397548675537,yes
20131205224506,3.910165309906006,0.021205186843872,yes
20131206232326,4.690423965454102,0.016491413116455,yes
20131207233906,1.197352647781372,0.0160386562347412,yes
20131208234705,1.1247553825378418,0.0184719562530517,yes
20131209235213,1.8555822372436523,0.0207393169403076,yes
20131211001021,2.6070830821990967,0.0174505710601806,yes
20131212074533,3.486751079559326,0.0156116485595703,yes
20131213061234,0.629493236541748,0.0165789127349853,yes
20131214072159,1.094696283340454,0.0213935375213623,yes
20131215222104,0.6791887283325195,0.023428201675415,yes
20131216121649,2.628983736038208,0.0162858963012695,yes
20131217123134,1.6859440803527832,0.0167796611785888,yes
20131218134202,0.2084136009216308,0.0180492401123046,yes
20131219144322,4.232423067092896,0.0155806541442871,yes
20131220203453,1.0477774143218994,0.0175976753234863,yes
20131222213746,4.598469018936157,0.0255446434020996,yes
20131223014602,2.781058549880981,0.0205996036529541,yes
20131224225517,2.366108655929565,0.0173344612121582,yes
20131225233520,0.8626546859741211,0.0164637565612792,yes
20131226235413,0.5368728637695312,0.0170753002166748,yes
20131228002909,2.528748035430908,0.024379014968872,yes
20131229011048,2.015759229660034,0.0184831619262695,yes
20131231024401,1.8626391887664795,0.0183069705963134,yes
20131231214527,3.830065250396729,0.0185658931732177,yes
20140101032346,1.2456543445587158,0.0198173522949218,yes
20140102045120,1.842305421829224,0.0194575786590576,yes
20140103205203,0.2996768951416015,0.0139272212982177,yes
20140104211342,0.0633084774017334,0.030120849609375,yes
20140106000542,3.0933191776275635,0.0194590091705322,yes
20140106223815,3.55527400970459,0.018031358718872,yes
20140107232700,6.477874040603638,0.0217342376708984,yes
20140108111920,2.272772312164306,0.0193092823028564,yes
20140109134927,4.599967241287232,0.01603364944458,yes
20140110131446,2.0210888385772705,0.0186424255371093,yes
